Arc3,AssistPts,AtRim,Corner3,LongMidRange,ShortMidRange,source,target,value,Season,teamId,Team,sourceName,targetName
2,24,4,2,1,1,101106,2738,10,2015-16,1610612744,Warriors,Andrew Bogut,Andre Iguodala
1,6,0,1,0,0,201575,2738,2,2015-16,1610612744,Warriors,Brandon Rush,Andre Iguodala
2,24,4,0,3,2,201578,2571,11,2015-16,1610612744,Warriors,Marreese Speights,Leandro Barbosa
3,18,1,1,2,0,201578,2738,7,2015-16,1610612744,Warriors,Marreese Speights,Andre Iguodala
1,27,8,2,1,0,201939,2571,12,2015-16,1610612744,Warriors,Stephen Curry,Leandro Barbosa
4,59,17,3,1,1,201939,2738,26,2015-16,1610612744,Warriors,Stephen Curry,Andre Iguodala
1,8,1,1,0,0,202691,2571,3,2015-16,1610612744,Warriors,Klay Thompson,Leandro Barbosa
2,21,4,1,2,0,203084,2571,9,2015-16,1610612744,Warriors,Harrison Barnes,Leandro Barbosa
2,18,3,2,0,0,203084,2738,7,2015-16,1610612744,Warriors,Harrison Barnes,Andre Iguodala
2,10,0,0,2,0,203105,2571,4,2015-16,1610612744,Warriors,Festus Ezeli,Leandro Barbosa
2,40,9,4,2,0,203110,2571,17,2015-16,1610612744,Warriors,Draymond Green,Leandro Barbosa
3,82,22,9,1,0,203110,2738,35,2015-16,1610612744,Warriors,Draymond Green,Andre Iguodala
1,17,6,0,1,0,203546,2571,8,2015-16,1610612744,Warriors,Ian Clark,Leandro Barbosa
1,5,0,0,0,1,203949,2571,2,2015-16,1610612744,Warriors,James Michael McAdoo,Leandro Barbosa
1,5,0,0,1,0,203949,2738,2,2015-16,1610612744,Warriors,James Michael McAdoo,Andre Iguodala
1,7,0,0,2,0,2571,201575,3,2015-16,1610612744,Warriors,Leandro Barbosa,Brandon Rush
1,28,3,1,8,0,2571,201578,13,2015-16,1610612744,Warriors,Leandro Barbosa,Marreese Speights
5,29,1,4,0,0,2571,201939,10,2015-16,1610612744,Warriors,Leandro Barbosa,Stephen Curry
1,6,0,1,0,0,2571,202691,2,2015-16,1610612744,Warriors,Leandro Barbosa,Klay Thompson
1,19,7,0,1,0,2571,203084,9,2015-16,1610612744,Warriors,Leandro Barbosa,Harrison Barnes
1,24,7,1,0,2,2571,203110,11,2015-16,1610612744,Warriors,Leandro Barbosa,Draymond Green
1,8,1,1,0,0,2571,203546,3,2015-16,1610612744,Warriors,Leandro Barbosa,Ian Clark
3,14,0,1,1,0,2733,201575,5,2015-16,1610612744,Warriors,Shaun Livingston,Brandon Rush
5,99,7,0,29,6,2733,201578,47,2015-16,1610612744,Warriors,Shaun Livingston,Marreese Speights
10,48,3,2,0,3,2733,201939,18,2015-16,1610612744,Warriors,Shaun Livingston,Stephen Curry
9,90,7,7,5,9,2733,202691,37,2015-16,1610612744,Warriors,Shaun Livingston,Klay Thompson
5,52,5,1,9,3,2733,203084,23,2015-16,1610612744,Warriors,Shaun Livingston,Harrison Barnes
10,76,21,0,1,1,2733,203110,33,2015-16,1610612744,Warriors,Shaun Livingston,Draymond Green
3,17,3,0,1,0,2733,203546,7,2015-16,1610612744,Warriors,Shaun Livingston,Ian Clark
3,16,2,1,0,0,2738,201575,6,2015-16,1610612744,Warriors,Andre Iguodala,Brandon Rush
29,136,10,7,4,0,2738,201939,50,2015-16,1610612744,Warriors,Andre Iguodala,Stephen Curry
12,79,9,3,4,4,2738,202691,32,2015-16,1610612744,Warriors,Andre Iguodala,Klay Thompson
5,61,8,8,2,1,2738,203084,24,2015-16,1610612744,Warriors,Andre Iguodala,Harrison Barnes
10,81,22,1,0,2,2738,203110,35,2015-16,1610612744,Warriors,Andre Iguodala,Draymond Green
5,20,1,1,0,0,2738,203546,7,2015-16,1610612744,Warriors,Andre Iguodala,Ian Clark
1,3,0,0,0,0,2760,201575,1,2015-16,1610612744,Warriors,Anderson Varejao,Brandon Rush
1,5,1,0,0,0,2760,201939,2,2015-16,1610612744,Warriors,Anderson Varejao,Stephen Curry
1,9,3,0,0,0,2760,203084,4,2015-16,1610612744,Warriors,Anderson Varejao,Harrison Barnes
0,4,1,0,1,0,101106,2571,2,2015-16,1610612744,Warriors,Andrew Bogut,Leandro Barbosa
0,6,1,0,2,0,101106,2733,3,2015-16,1610612744,Warriors,Andrew Bogut,Shaun Livingston
0,6,2,0,0,1,201574,2733,3,2015-16,1610612744,Warriors,Jason Thompson,Shaun Livingston
0,10,4,0,1,0,201575,2571,5,2015-16,1610612744,Warriors,Brandon Rush,Leandro Barbosa
0,14,3,0,2,2,201578,2733,7,2015-16,1610612744,Warriors,Marreese Speights,Shaun Livingston
0,34,11,0,1,5,201939,2733,17,2015-16,1610612744,Warriors,Stephen Curry,Shaun Livingston
0,10,4,0,1,0,201939,2760,5,2015-16,1610612744,Warriors,Stephen Curry,Anderson Varejao
0,14,2,0,3,2,202691,2733,7,2015-16,1610612744,Warriors,Klay Thompson,Shaun Livingston
0,14,3,2,0,1,202691,2738,6,2015-16,1610612744,Warriors,Klay Thompson,Andre Iguodala
0,4,1,0,1,0,202691,2760,2,2015-16,1610612744,Warriors,Klay Thompson,Anderson Varejao
0,12,5,0,1,0,203084,2733,6,2015-16,1610612744,Warriors,Harrison Barnes,Shaun Livingston
0,4,2,0,0,0,203084,2760,2,2015-16,1610612744,Warriors,Harrison Barnes,Anderson Varejao
0,6,1,0,1,1,203105,2738,3,2015-16,1610612744,Warriors,Festus Ezeli,Andre Iguodala
0,70,23,2,2,7,203110,2733,34,2015-16,1610612744,Warriors,Draymond Green,Shaun Livingston
0,4,1,0,0,1,203110,2760,2,2015-16,1610612744,Warriors,Draymond Green,Anderson Varejao
0,12,4,0,0,2,2571,203105,6,2015-16,1610612744,Warriors,Leandro Barbosa,Festus Ezeli
0,6,3,0,0,0,2571,203949,3,2015-16,1610612744,Warriors,Leandro Barbosa,James Michael McAdoo
0,12,4,0,0,2,2733,101106,6,2015-16,1610612744,Warriors,Shaun Livingston,Andrew Bogut
0,2,1,0,0,0,2733,201574,1,2015-16,1610612744,Warriors,Shaun Livingston,Jason Thompson
0,16,8,0,0,0,2733,203105,8,2015-16,1610612744,Warriors,Shaun Livingston,Festus Ezeli
0,16,5,0,1,2,2733,203949,8,2015-16,1610612744,Warriors,Shaun Livingston,James Michael McAdoo
0,12,4,0,0,2,2738,101106,6,2015-16,1610612744,Warriors,Andre Iguodala,Andrew Bogut
0,32,7,0,8,1,2738,201578,16,2015-16,1610612744,Warriors,Andre Iguodala,Marreese Speights
0,20,8,0,0,2,2738,203105,10,2015-16,1610612744,Warriors,Andre Iguodala,Festus Ezeli
0,6,3,0,0,0,2738,203949,3,2015-16,1610612744,Warriors,Andre Iguodala,James Michael McAdoo
2,15,2,1,1,0,101106,201575,6,2015-16,1610612744,Warriors,Andrew Bogut,Brandon Rush
17,141,27,4,6,6,101106,201939,60,2015-16,1610612744,Warriors,Andrew Bogut,Stephen Curry
23,132,14,3,10,3,101106,202691,53,2015-16,1610612744,Warriors,Andrew Bogut,Klay Thompson
1,19,1,2,4,0,101106,203084,8,2015-16,1610612744,Warriors,Andrew Bogut,Harrison Barnes
9,48,8,1,0,1,101106,203110,19,2015-16,1610612744,Warriors,Andrew Bogut,Draymond Green
1,9,2,0,0,1,201574,201575,4,2015-16,1610612744,Warriors,Jason Thompson,Brandon Rush
1,7,1,0,1,0,201574,202691,3,2015-16,1610612744,Warriors,Jason Thompson,Klay Thompson
2,14,1,0,3,0,201574,203546,6,2015-16,1610612744,Warriors,Jason Thompson,Ian Clark
5,29,5,0,0,2,201575,201578,12,2015-16,1610612744,Warriors,Brandon Rush,Marreese Speights
3,18,2,1,0,1,201575,201939,7,2015-16,1610612744,Warriors,Brandon Rush,Stephen Curry
1,31,3,4,3,2,201575,202691,13,2015-16,1610612744,Warriors,Brandon Rush,Klay Thompson
1,10,0,1,1,1,201575,203084,4,2015-16,1610612744,Warriors,Brandon Rush,Harrison Barnes
2,19,3,1,0,2,201575,203110,8,2015-16,1610612744,Warriors,Brandon Rush,Draymond Green
2,12,0,0,0,3,201575,203546,5,2015-16,1610612744,Warriors,Brandon Rush,Ian Clark
3,16,0,1,1,1,201578,201575,6,2015-16,1610612744,Warriors,Marreese Speights,Brandon Rush
2,17,0,3,1,0,201578,201939,6,2015-16,1610612744,Warriors,Marreese Speights,Stephen Curry
4,20,3,0,1,0,201578,202691,8,2015-16,1610612744,Warriors,Marreese Speights,Klay Thompson
1,7,0,0,2,0,201578,203084,3,2015-16,1610612744,Warriors,Marreese Speights,Harrison Barnes
1,11,4,0,0,0,201578,203110,5,2015-16,1610612744,Warriors,Marreese Speights,Draymond Green
1,7,2,0,0,0,201578,203949,3,2015-16,1610612744,Warriors,Marreese Speights,James Michael McAdoo
6,43,7,3,1,0,201939,201575,17,2015-16,1610612744,Warriors,Stephen Curry,Brandon Rush
2,34,8,0,6,0,201939,201578,16,2015-16,1610612744,Warriors,Stephen Curry,Marreese Speights
68,435,39,27,25,11,201939,202691,170,2015-16,1610612744,Warriors,Stephen Curry,Klay Thompson
8,123,22,9,11,3,201939,203084,53,2015-16,1610612744,Warriors,Stephen Curry,Harrison Barnes
32,272,71,2,5,9,201939,203110,119,2015-16,1610612744,Warriors,Stephen Curry,Draymond Green
1,7,1,0,1,0,201939,203546,3,2015-16,1610612744,Warriors,Stephen Curry,Ian Clark
3,35,4,6,0,0,202691,201575,13,2015-16,1610612744,Warriors,Klay Thompson,Brandon Rush
1,27,7,0,4,1,202691,201578,13,2015-16,1610612744,Warriors,Klay Thompson,Marreese Speights
9,53,6,4,1,0,202691,201939,20,2015-16,1610612744,Warriors,Klay Thompson,Stephen Curry
6,78,10,8,6,2,202691,203084,32,2015-16,1610612744,Warriors,Klay Thompson,Harrison Barnes
11,77,20,0,0,2,202691,203110,33,2015-16,1610612744,Warriors,Klay Thompson,Draymond Green
2,28,2,0,9,0,203084,201578,13,2015-16,1610612744,Warriors,Harrison Barnes,Marreese Speights
18,88,3,8,1,1,203084,201939,31,2015-16,1610612744,Warriors,Harrison Barnes,Stephen Curry
14,75,5,3,6,1,203084,202691,29,2015-16,1610612744,Warriors,Harrison Barnes,Klay Thompson
7,34,5,1,0,0,203084,203110,13,2015-16,1610612744,Warriors,Harrison Barnes,Draymond Green
4,26,1,4,0,0,203105,201939,9,2015-16,1610612744,Warriors,Festus Ezeli,Stephen Curry
1,13,1,0,4,0,203105,202691,6,2015-16,1610612744,Warriors,Festus Ezeli,Klay Thompson
3,11,0,0,1,0,203105,203084,4,2015-16,1610612744,Warriors,Festus Ezeli,Harrison Barnes
1,6,0,1,0,0,203105,203110,2,2015-16,1610612744,Warriors,Festus Ezeli,Draymond Green
1,3,0,0,0,0,203105,203546,1,2015-16,1610612744,Warriors,Festus Ezeli,Ian Clark
9,75,8,8,3,1,203110,201575,29,2015-16,1610612744,Warriors,Draymond Green,Brandon Rush
2,44,6,0,10,3,203110,201578,21,2015-16,1610612744,Warriors,Draymond Green,Marreese Speights
72,406,49,16,11,11,203110,201939,159,2015-16,1610612744,Warriors,Draymond Green,Stephen Curry
47,387,55,18,26,15,203110,202691,161,2015-16,1610612744,Warriors,Draymond Green,Klay Thompson
8,104,16,8,7,5,203110,203084,44,2015-16,1610612744,Warriors,Draymond Green,Harrison Barnes
2,35,6,5,0,1,203110,203546,14,2015-16,1610612744,Warriors,Draymond Green,Ian Clark
5,17,0,0,0,1,203546,201575,6,2015-16,1610612744,Warriors,Ian Clark,Brandon Rush
4,26,0,0,7,0,203546,201578,11,2015-16,1610612744,Warriors,Ian Clark,Marreese Speights
2,6,0,0,0,0,203546,201939,2,2015-16,1610612744,Warriors,Ian Clark,Stephen Curry
7,32,2,1,1,1,203546,202691,12,2015-16,1610612744,Warriors,Ian Clark,Klay Thompson
4,18,1,0,1,1,203546,203084,7,2015-16,1610612744,Warriors,Ian Clark,Harrison Barnes
1,6,0,1,0,0,203546,203110,2,2015-16,1610612744,Warriors,Ian Clark,Draymond Green
1,5,0,0,0,1,203949,201575,2,2015-16,1610612744,Warriors,James Michael McAdoo,Brandon Rush
1,3,0,0,0,0,203949,203110,1,2015-16,1610612744,Warriors,James Michael McAdoo,Draymond Green
3,9,0,0,0,0,203949,203546,3,2015-16,1610612744,Warriors,James Michael McAdoo,Ian Clark
0,6,3,0,0,0,201578,203546,3,2015-16,1610612744,Warriors,Marreese Speights,Ian Clark
0,114,47,0,0,10,201939,101106,57,2015-16,1610612744,Warriors,Stephen Curry,Andrew Bogut
0,8,4,0,0,0,201939,201574,4,2015-16,1610612744,Warriors,Stephen Curry,Jason Thompson
0,44,20,0,0,2,201939,203105,22,2015-16,1610612744,Warriors,Stephen Curry,Festus Ezeli
0,12,5,0,0,1,201939,203949,6,2015-16,1610612744,Warriors,Stephen Curry,James Michael McAdoo
0,38,18,0,0,1,202691,101106,19,2015-16,1610612744,Warriors,Klay Thompson,Andrew Bogut
0,4,1,0,1,0,202691,201574,2,2015-16,1610612744,Warriors,Klay Thompson,Jason Thompson
0,30,12,0,0,3,202691,203105,15,2015-16,1610612744,Warriors,Klay Thompson,Festus Ezeli
0,2,1,0,0,0,202691,203546,1,2015-16,1610612744,Warriors,Klay Thompson,Ian Clark
0,4,2,0,0,0,203084,203105,2,2015-16,1610612744,Warriors,Harrison Barnes,Festus Ezeli
0,4,1,0,0,1,203084,203546,2,2015-16,1610612744,Warriors,Harrison Barnes,Ian Clark
0,2,1,0,0,0,203084,203949,1,2015-16,1610612744,Warriors,Harrison Barnes,James Michael McAdoo
0,84,35,0,0,7,203110,101106,42,2015-16,1610612744,Warriors,Draymond Green,Andrew Bogut
0,70,33,0,0,2,203110,203105,35,2015-16,1610612744,Warriors,Draymond Green,Festus Ezeli
0,10,5,0,0,0,203110,203949,5,2015-16,1610612744,Warriors,Draymond Green,James Michael McAdoo
0,4,1,0,0,1,203546,101106,2,2015-16,1610612744,Warriors,Ian Clark,Andrew Bogut
1,3,0,0,0,0,203546,1626172,1,2015-16,1610612744,Warriors,Ian Clark,Kevon Looney
0,4,1,0,0,1,203546,201574,2,2015-16,1610612744,Warriors,Ian Clark,Jason Thompson
0,4,1,0,1,0,203546,203105,2,2015-16,1610612744,Warriors,Ian Clark,Festus Ezeli
0,12,3,0,2,1,203546,203949,6,2015-16,1610612744,Warriors,Ian Clark,James Michael McAdoo
0,2,1,0,0,0,203949,101106,1,2015-16,1610612744,Warriors,James Michael McAdoo,Andrew Bogut
0,4,1,0,0,1,203949,201574,2,2015-16,1610612744,Warriors,James Michael McAdoo,Jason Thompson
0,2,1,0,0,0,203949,201939,1,2015-16,1610612744,Warriors,James Michael McAdoo,Stephen Curry
0,2,1,0,0,0,203949,203084,1,2015-16,1610612744,Warriors,James Michael McAdoo,Harrison Barnes
0,3,0,1,0,0,2760,203110,1,2015-16,1610612744,Warriors,Anderson Varejao,Draymond Green
0,2,1,0,0,0,201578,1626172,1,2015-16,1610612744,Warriors,Marreese Speights,Kevon Looney
0,3,0,1,0,0,101106,203546,1,2015-16,1610612744,Warriors,Andrew Bogut,Ian Clark
0,5,0,1,0,1,203084,201575,2,2015-16,1610612744,Warriors,Harrison Barnes,Brandon Rush
0,8,0,2,1,0,203105,201575,3,2015-16,1610612744,Warriors,Festus Ezeli,Brandon Rush
0,2,0,0,1,0,2760,2733,1,2015-16,1610612744,Warriors,Anderson Varejao,Shaun Livingston
0,4,0,0,1,1,201574,2571,2,2015-16,1610612744,Warriors,Jason Thompson,Leandro Barbosa
0,4,0,0,1,1,203546,2733,2,2015-16,1610612744,Warriors,Ian Clark,Shaun Livingston
0,2,0,0,1,0,203546,2738,1,2015-16,1610612744,Warriors,Ian Clark,Andre Iguodala
0,2,0,0,1,0,2760,203546,1,2015-16,1610612744,Warriors,Anderson Varejao,Ian Clark
0,2,0,0,0,1,201575,2733,1,2015-16,1610612744,Warriors,Brandon Rush,Shaun Livingston
0,2,0,0,0,1,203949,2733,1,2015-16,1610612744,Warriors,James Michael McAdoo,Shaun Livingston
0,2,0,0,0,1,2571,201574,1,2015-16,1610612744,Warriors,Leandro Barbosa,Jason Thompson
0,2,0,0,1,0,203949,202691,1,2015-16,1610612744,Warriors,James Michael McAdoo,Klay Thompson
0,2,0,0,0,1,201574,203105,1,2015-16,1610612744,Warriors,Jason Thompson,Festus Ezeli
0,2,0,0,0,1,201578,203105,1,2015-16,1610612744,Warriors,Marreese Speights,Festus Ezeli
2,26,5,2,1,1,1495,1938,11,2015-16,1610612759,Spurs,Tim Duncan,Manu Ginobili
1,57,15,2,7,2,1495,2225,27,2015-16,1610612759,Spurs,Tim Duncan,Tony Parker
1,9,0,2,0,0,1495,2755,3,2015-16,1610612759,Spurs,Tim Duncan,Kevin Martin
1,3,0,0,0,0,1889,1938,1,2015-16,1610612759,Spurs,Andre Miller,Manu Ginobili
1,5,0,0,1,0,1889,2755,2,2015-16,1610612759,Spurs,Andre Miller,Kevin Martin
1,20,4,1,1,2,1938,2225,9,2015-16,1610612759,Spurs,Manu Ginobili,Tony Parker
2,13,0,1,2,0,1938,2446,5,2015-16,1610612759,Spurs,Manu Ginobili,Rasual Butler
3,51,16,0,1,4,1938,2564,24,2015-16,1610612759,Spurs,Manu Ginobili,Boris Diaw
2,6,0,0,0,0,1938,2755,2,2015-16,1610612759,Spurs,Manu Ginobili,Kevin Martin
8,36,4,0,1,1,2225,1938,14,2015-16,1610612759,Spurs,Tony Parker,Manu Ginobili
1,9,1,0,1,1,2225,2446,4,2015-16,1610612759,Spurs,Tony Parker,Rasual Butler
1,61,5,0,21,3,2225,2561,30,2015-16,1610612759,Spurs,Tony Parker,David West
4,28,7,0,0,1,2225,2564,12,2015-16,1610612759,Spurs,Tony Parker,Boris Diaw
1,6,0,1,0,0,2225,2588,2,2015-16,1610612759,Spurs,Tony Parker,Matt Bonner
1,11,3,0,1,0,2561,1938,5,2015-16,1610612759,Spurs,David West,Manu Ginobili
2,20,5,0,0,2,2561,2564,9,2015-16,1610612759,Spurs,David West,Boris Diaw
1,5,1,0,0,0,2561,2588,2,2015-16,1610612759,Spurs,David West,Matt Bonner
12,76,7,4,5,2,2564,1938,30,2015-16,1610612759,Spurs,Boris Diaw,Manu Ginobili
2,11,1,1,0,0,2588,2446,4,2015-16,1610612759,Spurs,Matt Bonner,Rasual Butler
1,3,0,0,0,0,2755,2588,1,2015-16,1610612759,Spurs,Kevin Martin,Matt Bonner
0,2,1,0,0,0,1495,1889,1,2015-16,1610612759,Spurs,Tim Duncan,Andre Miller
0,12,4,0,0,2,1495,2561,6,2015-16,1610612759,Spurs,Tim Duncan,David West
0,4,1,0,1,0,1889,1495,2,2015-16,1610612759,Spurs,Andre Miller,Tim Duncan
0,10,2,0,3,0,1889,2561,5,2015-16,1610612759,Spurs,Andre Miller,David West
0,2,1,0,0,0,1889,2564,1,2015-16,1610612759,Spurs,Andre Miller,Boris Diaw
0,26,5,0,2,6,1938,1495,13,2015-16,1610612759,Spurs,Manu Ginobili,Tim Duncan
0,48,13,0,6,5,1938,2561,24,2015-16,1610612759,Spurs,Manu Ginobili,David West
0,114,26,0,8,23,2225,1495,57,2015-16,1610612759,Spurs,Tony Parker,Tim Duncan
0,2,1,0,0,0,2446,1495,1,2015-16,1610612759,Spurs,Rasual Butler,Tim Duncan
0,4,1,0,0,1,2446,1938,2,2015-16,1610612759,Spurs,Rasual Butler,Manu Ginobili
0,2,1,0,0,0,2446,2225,1,2015-16,1610612759,Spurs,Rasual Butler,Tony Parker
0,18,6,0,0,3,2561,1495,9,2015-16,1610612759,Spurs,David West,Tim Duncan
0,12,2,2,1,0,2561,2225,5,2015-16,1610612759,Spurs,David West,Tony Parker
0,15,2,1,3,1,2561,2446,7,2015-16,1610612759,Spurs,David West,Rasual Butler
0,2,1,0,0,0,2561,2755,1,2015-16,1610612759,Spurs,David West,Kevin Martin
0,8,3,0,1,0,2564,1495,4,2015-16,1610612759,Spurs,Boris Diaw,Tim Duncan
0,4,2,0,0,0,2564,1889,2,2015-16,1610612759,Spurs,Boris Diaw,Andre Miller
0,4,2,0,0,0,2564,2225,2,2015-16,1610612759,Spurs,Boris Diaw,Tony Parker
0,54,10,0,10,7,2564,2561,27,2015-16,1610612759,Spurs,Boris Diaw,David West
0,2,1,0,0,0,2564,2755,1,2015-16,1610612759,Spurs,Boris Diaw,Kevin Martin
0,2,1,0,0,0,2588,2561,1,2015-16,1610612759,Spurs,Matt Bonner,David West
0,7,2,1,0,0,2755,1938,3,2015-16,1610612759,Spurs,Kevin Martin,Manu Ginobili
0,2,1,0,0,0,2755,2564,1,2015-16,1610612759,Spurs,Kevin Martin,Boris Diaw
5,32,4,1,2,1,1495,201980,13,2015-16,1610612759,Spurs,Tim Duncan,Danny Green
1,9,2,0,1,0,1495,201988,4,2015-16,1610612759,Spurs,Tim Duncan,Patty Mills
8,94,21,2,8,3,1495,202695,42,2015-16,1610612759,Spurs,Tim Duncan,Kawhi Leonard
1,7,1,0,1,0,1495,203613,3,2015-16,1610612759,Spurs,Tim Duncan,Jonathon Simmons
1,11,4,0,0,0,1889,201980,5,2015-16,1610612759,Spurs,Andre Miller,Danny Green
2,11,1,1,0,0,1938,201980,4,2015-16,1610612759,Spurs,Manu Ginobili,Danny Green
12,80,5,8,5,0,1938,201988,30,2015-16,1610612759,Spurs,Manu Ginobili,Patty Mills
6,42,5,2,4,0,1938,202695,17,2015-16,1610612759,Spurs,Manu Ginobili,Kawhi Leonard
1,5,1,0,0,0,200746,1889,2,2015-16,1610612759,Spurs,LaMarcus Aldridge,Andre Miller
4,18,2,0,1,0,200746,1938,7,2015-16,1610612759,Spurs,LaMarcus Aldridge,Manu Ginobili
1,22,4,1,2,2,200746,2225,10,2015-16,1610612759,Spurs,LaMarcus Aldridge,Tony Parker
1,9,3,0,0,0,200746,2564,4,2015-16,1610612759,Spurs,LaMarcus Aldridge,Boris Diaw
2,8,1,0,0,0,201980,1938,3,2015-16,1610612759,Spurs,Danny Green,Manu Ginobili
1,54,6,5,7,5,201980,2225,24,2015-16,1610612759,Spurs,Danny Green,Tony Parker
1,3,0,0,0,0,201980,2588,1,2015-16,1610612759,Spurs,Danny Green,Matt Bonner
8,70,14,2,2,4,201988,1938,30,2015-16,1610612759,Spurs,Patty Mills,Manu Ginobili
1,11,2,0,2,0,201988,2446,5,2015-16,1610612759,Spurs,Patty Mills,Rasual Butler
1,53,4,0,15,6,201988,2561,26,2015-16,1610612759,Spurs,Patty Mills,David West
6,50,10,0,2,4,201988,2564,22,2015-16,1610612759,Spurs,Patty Mills,Boris Diaw
1,13,2,2,0,0,201988,2755,5,2015-16,1610612759,Spurs,Patty Mills,Kevin Martin
7,25,2,0,0,0,202695,1938,9,2015-16,1610612759,Spurs,Kawhi Leonard,Manu Ginobili
4,59,10,3,5,4,202695,2225,26,2015-16,1610612759,Spurs,Kawhi Leonard,Tony Parker
1,31,3,0,8,3,202695,2561,15,2015-16,1610612759,Spurs,Kawhi Leonard,David West
5,21,1,0,2,0,202695,2564,8,2015-16,1610612759,Spurs,Kawhi Leonard,Boris Diaw
2,6,0,0,0,0,202695,2588,2,2015-16,1610612759,Spurs,Kawhi Leonard,Matt Bonner
1,5,0,0,1,0,202695,2755,2,2015-16,1610612759,Spurs,Kawhi Leonard,Kevin Martin
2,8,0,0,0,1,203492,1938,3,2015-16,1610612759,Spurs,Ray McCallum,Manu Ginobili
1,7,0,0,2,0,203492,2588,3,2015-16,1610612759,Spurs,Ray McCallum,Matt Bonner
2,9,0,1,0,0,203613,1938,3,2015-16,1610612759,Spurs,Jonathon Simmons,Manu Ginobili
3,11,1,0,0,0,203613,2446,4,2015-16,1610612759,Spurs,Jonathon Simmons,Rasual Butler
2,18,6,0,0,0,203613,2564,8,2015-16,1610612759,Spurs,Jonathon Simmons,Boris Diaw
4,19,0,1,1,1,203613,2588,7,2015-16,1610612759,Spurs,Jonathon Simmons,Matt Bonner
3,26,5,1,2,0,203937,1938,11,2015-16,1610612759,Spurs,Kyle Anderson,Manu Ginobili
1,5,0,0,1,0,203937,2588,2,2015-16,1610612759,Spurs,Kyle Anderson,Matt Bonner
22,130,8,8,9,3,2225,201980,50,2015-16,1610612759,Spurs,Tony Parker,Danny Green
1,15,1,2,2,0,2225,201988,6,2015-16,1610612759,Spurs,Tony Parker,Patty Mills
23,184,17,9,15,12,2225,202695,76,2015-16,1610612759,Spurs,Tony Parker,Kawhi Leonard
3,21,2,2,1,0,2446,201988,8,2015-16,1610612759,Spurs,Rasual Butler,Patty Mills
2,6,0,0,0,0,2446,202695,2,2015-16,1610612759,Spurs,Rasual Butler,Kawhi Leonard
6,47,5,5,2,0,2561,201980,18,2015-16,1610612759,Spurs,David West,Danny Green
9,62,10,3,2,1,2561,201988,25,2015-16,1610612759,Spurs,David West,Patty Mills
1,50,14,3,5,0,2561,202695,23,2015-16,1610612759,Spurs,David West,Kawhi Leonard
1,7,1,0,0,1,2561,203492,3,2015-16,1610612759,Spurs,David West,Ray McCallum
1,24,6,3,0,0,2561,203613,10,2015-16,1610612759,Spurs,David West,Jonathon Simmons
9,40,3,1,1,1,2564,201980,15,2015-16,1610612759,Spurs,Boris Diaw,Danny Green
15,76,2,5,6,0,2564,201988,28,2015-16,1610612759,Spurs,Boris Diaw,Patty Mills
6,49,7,1,3,4,2564,202695,21,2015-16,1610612759,Spurs,Boris Diaw,Kawhi Leonard
2,21,6,1,0,0,2564,203613,9,2015-16,1610612759,Spurs,Boris Diaw,Jonathon Simmons
1,3,0,0,0,0,2588,201988,1,2015-16,1610612759,Spurs,Matt Bonner,Patty Mills
1,3,0,0,0,0,2755,201980,1,2015-16,1610612759,Spurs,Kevin Martin,Danny Green
2,6,0,0,0,0,2755,201988,2,2015-16,1610612759,Spurs,Kevin Martin,Patty Mills
0,86,26,0,9,8,1495,200746,43,2015-16,1610612759,Spurs,Tim Duncan,LaMarcus Aldridge
0,6,2,0,1,0,1495,203492,3,2015-16,1610612759,Spurs,Tim Duncan,Ray McCallum
0,10,1,0,1,3,1495,203937,5,2015-16,1610612759,Spurs,Tim Duncan,Kyle Anderson
1,3,0,0,0,0,1626246,1938,1,2015-16,1610612759,Spurs,Boban Marjanovic,Manu Ginobili
1,5,1,0,0,0,1626246,2588,2,2015-16,1610612759,Spurs,Boban Marjanovic,Matt Bonner
0,6,1,0,1,1,1889,200746,3,2015-16,1610612759,Spurs,Andre Miller,LaMarcus Aldridge
0,10,5,0,0,0,1889,203613,5,2015-16,1610612759,Spurs,Andre Miller,Jonathon Simmons
0,7,1,1,1,0,1889,203937,3,2015-16,1610612759,Spurs,Andre Miller,Kyle Anderson
0,64,15,0,10,7,1938,200746,32,2015-16,1610612759,Spurs,Manu Ginobili,LaMarcus Aldridge
0,7,2,1,0,0,1938,203613,3,2015-16,1610612759,Spurs,Manu Ginobili,Jonathon Simmons
0,6,1,0,1,1,1938,203937,3,2015-16,1610612759,Spurs,Manu Ginobili,Kyle Anderson
0,22,8,0,0,3,200746,1495,11,2015-16,1610612759,Spurs,LaMarcus Aldridge,Tim Duncan
0,12,2,0,4,0,200746,2561,6,2015-16,1610612759,Spurs,LaMarcus Aldridge,David West
0,2,1,0,0,0,200746,2588,1,2015-16,1610612759,Spurs,LaMarcus Aldridge,Matt Bonner
0,26,5,0,2,6,201980,1495,13,2015-16,1610612759,Spurs,Danny Green,Tim Duncan
0,26,4,0,5,4,201980,2561,13,2015-16,1610612759,Spurs,Danny Green,David West
0,14,5,0,1,1,201980,2564,7,2015-16,1610612759,Spurs,Danny Green,Boris Diaw
0,20,5,0,2,3,201988,1495,10,2015-16,1610612759,Spurs,Patty Mills,Tim Duncan
0,46,14,0,4,5,202695,1495,23,2015-16,1610612759,Spurs,Kawhi Leonard,Tim Duncan
