Arc3,AssistPts,AtRim,Corner3,LongMidRange,ShortMidRange,source,target,value,Season,teamId,Team,sourceName,targetName
0,58,24,0,4,1,1888,201149,29,2011-12,1610612741,Bulls,Richard Hamilton,Joakim Noah
0,2,1,0,0,0,1888,201600,1,2011-12,1610612741,Bulls,Richard Hamilton,Omer Asik
0,8,1,0,3,0,1888,201959,4,2011-12,1610612741,Bulls,Richard Hamilton,Taj Gibson
0,2,1,0,0,0,200758,2229,1,2011-12,1610612741,Bulls,Ronnie Brewer,Mike James
0,72,14,0,16,6,200758,2430,36,2011-12,1610612741,Bulls,Ronnie Brewer,Carlos Boozer
0,98,31,0,9,9,201149,2430,49,2011-12,1610612741,Bulls,Joakim Noah,Carlos Boozer
0,6,2,0,1,0,201228,2243,3,2011-12,1610612741,Bulls,C.J. Watson,Brian Scalabrine
0,76,10,0,25,3,201228,2430,38,2011-12,1610612741,Bulls,C.J. Watson,Carlos Boozer
0,2,1,0,0,0,201565,2243,1,2011-12,1610612741,Bulls,Derrick Rose,Brian Scalabrine
0,170,29,0,43,13,201565,2430,85,2011-12,1610612741,Bulls,Derrick Rose,Carlos Boozer
0,4,1,0,1,0,201600,2243,2,2011-12,1610612741,Bulls,Omer Asik,Brian Scalabrine
0,6,2,0,1,0,201600,2430,3,2011-12,1610612741,Bulls,Omer Asik,Carlos Boozer
0,4,1,0,1,0,201600,2736,2,2011-12,1610612741,Bulls,Omer Asik,Luol Deng
0,4,1,0,1,0,2229,201149,2,2011-12,1610612741,Bulls,Mike James,Joakim Noah
0,2,1,0,0,0,2229,201959,1,2011-12,1610612741,Bulls,Mike James,Taj Gibson
0,2,1,0,0,0,2229,202710,1,2011-12,1610612741,Bulls,Mike James,Jimmy Butler
0,2,1,0,0,0,2243,200758,1,2011-12,1610612741,Bulls,Brian Scalabrine,Ronnie Brewer
0,10,5,0,0,0,2243,201600,5,2011-12,1610612741,Bulls,Brian Scalabrine,Omer Asik
0,2,1,0,0,0,2243,201959,1,2011-12,1610612741,Bulls,Brian Scalabrine,Taj Gibson
0,6,3,0,0,0,2243,202710,3,2011-12,1610612741,Bulls,Brian Scalabrine,Jimmy Butler
0,53,19,1,6,0,2430,200758,26,2011-12,1610612741,Bulls,Carlos Boozer,Ronnie Brewer
0,44,20,0,2,0,2430,201149,22,2011-12,1610612741,Bulls,Carlos Boozer,Joakim Noah
0,2,1,0,0,0,2430,201600,1,2011-12,1610612741,Bulls,Carlos Boozer,Omer Asik
0,4,2,0,0,0,2430,201959,2,2011-12,1610612741,Bulls,Carlos Boozer,Taj Gibson
0,22,8,0,3,0,2594,200758,11,2011-12,1610612741,Bulls,Kyle Korver,Ronnie Brewer
0,22,8,0,2,1,2594,201149,11,2011-12,1610612741,Bulls,Kyle Korver,Joakim Noah
0,30,14,0,0,1,2594,201600,15,2011-12,1610612741,Bulls,Kyle Korver,Omer Asik
0,40,8,0,7,5,2594,201959,20,2011-12,1610612741,Bulls,Kyle Korver,Taj Gibson
0,15,3,1,2,1,2594,202710,7,2011-12,1610612741,Bulls,Kyle Korver,Jimmy Butler
0,25,6,3,2,0,2736,200758,11,2011-12,1610612741,Bulls,Luol Deng,Ronnie Brewer
0,34,15,0,2,0,2736,201149,17,2011-12,1610612741,Bulls,Luol Deng,Joakim Noah
0,12,6,0,0,0,2736,201600,6,2011-12,1610612741,Bulls,Luol Deng,Omer Asik
0,36,14,0,0,4,2736,201959,18,2011-12,1610612741,Bulls,Luol Deng,Taj Gibson
3,20,0,3,1,0,200758,101249,7,2011-12,1610612741,Bulls,Ronnie Brewer,John Lucas III
5,22,0,1,2,0,200758,201228,8,2011-12,1610612741,Bulls,Ronnie Brewer,C.J. Watson
3,25,8,0,0,0,200758,201565,11,2011-12,1610612741,Bulls,Ronnie Brewer,Derrick Rose
6,24,0,0,3,0,201149,101249,9,2011-12,1610612741,Bulls,Joakim Noah,John Lucas III
4,29,1,1,5,1,201149,201228,12,2011-12,1610612741,Bulls,Joakim Noah,C.J. Watson
2,32,5,0,4,4,201149,201565,15,2011-12,1610612741,Bulls,Joakim Noah,Derrick Rose
1,6,0,1,0,0,201565,101249,2,2011-12,1610612741,Bulls,Derrick Rose,John Lucas III
2,11,1,1,0,0,201565,201228,4,2011-12,1610612741,Bulls,Derrick Rose,C.J. Watson
4,14,0,0,1,0,201600,101249,5,2011-12,1610612741,Bulls,Omer Asik,John Lucas III
1,8,0,1,1,0,201600,201228,3,2011-12,1610612741,Bulls,Omer Asik,C.J. Watson
1,3,0,0,0,0,201600,201565,1,2011-12,1610612741,Bulls,Omer Asik,Derrick Rose
6,26,0,0,3,1,201959,101249,10,2011-12,1610612741,Bulls,Taj Gibson,John Lucas III
1,13,1,0,4,0,201959,200758,6,2011-12,1610612741,Bulls,Taj Gibson,Ronnie Brewer
2,17,1,3,0,0,201959,201228,6,2011-12,1610612741,Bulls,Taj Gibson,C.J. Watson
1,3,0,0,0,0,201959,202710,1,2011-12,1610612741,Bulls,Taj Gibson,Jimmy Butler
1,5,0,0,0,1,202710,101249,2,2011-12,1610612741,Bulls,Jimmy Butler,John Lucas III
1,6,0,1,0,0,202710,201228,2,2011-12,1610612741,Bulls,Jimmy Butler,C.J. Watson
0,3,0,1,0,0,101249,1888,1,2011-12,1610612741,Bulls,John Lucas III,Richard Hamilton
0,20,5,0,4,1,101249,200758,10,2011-12,1610612741,Bulls,John Lucas III,Ronnie Brewer
0,12,3,0,3,0,101249,201149,6,2011-12,1610612741,Bulls,John Lucas III,Joakim Noah
0,8,2,0,0,2,101249,201600,4,2011-12,1610612741,Bulls,John Lucas III,Omer Asik
0,46,14,0,5,4,101249,201959,23,2011-12,1610612741,Bulls,John Lucas III,Taj Gibson
0,8,2,0,2,0,101249,202710,4,2011-12,1610612741,Bulls,John Lucas III,Jimmy Butler
0,44,18,0,1,3,200758,201149,22,2011-12,1610612741,Bulls,Ronnie Brewer,Joakim Noah
0,10,4,0,0,1,200758,201600,5,2011-12,1610612741,Bulls,Ronnie Brewer,Omer Asik
0,22,5,0,4,2,200758,201959,11,2011-12,1610612741,Bulls,Ronnie Brewer,Taj Gibson
0,43,7,3,8,2,201149,200758,20,2011-12,1610612741,Bulls,Joakim Noah,Ronnie Brewer
0,14,6,0,0,1,201149,201959,7,2011-12,1610612741,Bulls,Joakim Noah,Taj Gibson
0,41,8,3,8,0,201228,200758,19,2011-12,1610612741,Bulls,C.J. Watson,Ronnie Brewer
0,24,8,0,3,1,201228,201149,12,2011-12,1610612741,Bulls,C.J. Watson,Joakim Noah
0,16,6,0,0,2,201228,201600,8,2011-12,1610612741,Bulls,C.J. Watson,Omer Asik
0,40,11,0,5,4,201228,201959,20,2011-12,1610612741,Bulls,C.J. Watson,Taj Gibson
0,4,1,0,1,0,201228,202710,2,2011-12,1610612741,Bulls,C.J. Watson,Jimmy Butler
0,70,15,6,11,0,201565,200758,32,2011-12,1610612741,Bulls,Derrick Rose,Ronnie Brewer
0,70,21,0,12,2,201565,201149,35,2011-12,1610612741,Bulls,Derrick Rose,Joakim Noah
0,6,3,0,0,0,201565,201600,3,2011-12,1610612741,Bulls,Derrick Rose,Omer Asik
0,44,8,0,11,3,201565,201959,22,2011-12,1610612741,Bulls,Derrick Rose,Taj Gibson
0,6,2,0,1,0,201600,200758,3,2011-12,1610612741,Bulls,Omer Asik,Ronnie Brewer
0,14,4,0,3,0,201600,201959,7,2011-12,1610612741,Bulls,Omer Asik,Taj Gibson
0,2,1,0,0,0,201600,202710,1,2011-12,1610612741,Bulls,Omer Asik,Jimmy Butler
0,4,1,0,0,1,201959,201149,2,2011-12,1610612741,Bulls,Taj Gibson,Joakim Noah
0,2,1,0,0,0,201959,201565,1,2011-12,1610612741,Bulls,Taj Gibson,Derrick Rose
0,10,4,0,0,1,201959,201600,5,2011-12,1610612741,Bulls,Taj Gibson,Omer Asik
0,4,2,0,0,0,202710,201600,2,2011-12,1610612741,Bulls,Jimmy Butler,Omer Asik
0,3,0,1,0,0,202710,2594,1,2011-12,1610612741,Bulls,Jimmy Butler,Kyle Korver
0,10,0,2,1,1,2594,101249,4,2011-12,1610612741,Bulls,Kyle Korver,John Lucas III
0,5,0,1,1,0,101249,201228,2,2011-12,1610612741,Bulls,John Lucas III,C.J. Watson
0,4,0,0,1,1,2229,1888,2,2011-12,1610612741,Bulls,Mike James,Richard Hamilton
0,2,0,0,1,0,2229,2243,1,2011-12,1610612741,Bulls,Mike James,Brian Scalabrine
0,12,0,0,6,0,200758,1888,6,2011-12,1610612741,Bulls,Ronnie Brewer,Richard Hamilton
0,2,0,0,1,0,201959,2229,1,2011-12,1610612741,Bulls,Taj Gibson,Mike James
0,4,0,0,1,1,202710,2430,2,2011-12,1610612741,Bulls,Jimmy Butler,Carlos Boozer
0,2,0,0,1,0,2229,200758,1,2011-12,1610612741,Bulls,Mike James,Ronnie Brewer
0,2,0,0,1,0,2736,202710,1,2011-12,1610612741,Bulls,Luol Deng,Jimmy Butler
0,2,0,0,0,1,201959,1888,1,2011-12,1610612741,Bulls,Taj Gibson,Richard Hamilton
0,2,0,0,1,0,201228,101249,1,2011-12,1610612741,Bulls,C.J. Watson,John Lucas III
0,2,0,0,1,0,202710,200758,1,2011-12,1610612741,Bulls,Jimmy Butler,Ronnie Brewer
0,2,0,0,1,0,202710,201149,1,2011-12,1610612741,Bulls,Jimmy Butler,Joakim Noah
0,4,0,0,1,1,202710,201959,2,2011-12,1610612741,Bulls,Jimmy Butler,Taj Gibson
0,2,0,0,0,1,201565,202710,1,2011-12,1610612741,Bulls,Derrick Rose,Jimmy Butler
7,48,1,3,8,0,1495,2210,19,2011-12,1610612759,Spurs,Tim Duncan,Richard Jefferson
1,62,16,1,9,3,1495,2225,30,2011-12,1610612759,Spurs,Tim Duncan,Tony Parker
1,5,0,0,1,0,1495,2588,2,2011-12,1610612759,Spurs,Tim Duncan,Matt Bonner
1,5,0,0,1,0,1536,1938,2,2011-12,1610612759,Spurs,Stephen Jackson,Manu Ginobili
1,10,1,1,1,0,1536,2588,4,2011-12,1610612759,Spurs,Stephen Jackson,Matt Bonner
1,12,2,1,1,0,1938,1536,5,2011-12,1610612759,Spurs,Manu Ginobili,Stephen Jackson
1,11,3,0,1,0,1938,2210,5,2011-12,1610612759,Spurs,Manu Ginobili,Richard Jefferson
4,38,2,4,3,2,1938,2588,15,2011-12,1610612759,Spurs,Manu Ginobili,Matt Bonner
1,5,0,0,0,1,2210,2551,2,2011-12,1610612759,Spurs,Richard Jefferson,T.J. Ford
4,17,1,1,0,0,2210,2588,6,2011-12,1610612759,Spurs,Richard Jefferson,Matt Bonner
2,15,3,1,0,0,2225,1536,6,2011-12,1610612759,Spurs,Tony Parker,Stephen Jackson
12,64,6,4,0,2,2225,1938,24,2011-12,1610612759,Spurs,Tony Parker,Manu Ginobili
21,132,4,17,4,1,2225,2210,47,2011-12,1610612759,Spurs,Tony Parker,Richard Jefferson
3,21,2,0,3,1,2225,2564,9,2011-12,1610612759,Spurs,Tony Parker,Boris Diaw
27,118,2,7,4,2,2225,2588,42,2011-12,1610612759,Spurs,Tony Parker,Matt Bonner
3,11,0,0,0,1,2551,1938,4,2011-12,1610612759,Spurs,T.J. Ford,Manu Ginobili
2,14,0,2,1,0,2551,2210,5,2011-12,1610612759,Spurs,T.J. Ford,Richard Jefferson
3,18,0,3,0,0,2551,2588,6,2011-12,1610612759,Spurs,T.J. Ford,Matt Bonner
4,24,2,2,1,0,2588,1938,9,2011-12,1610612759,Spurs,Matt Bonner,Manu Ginobili
1,5,0,0,1,0,2588,2210,2,2011-12,1610612759,Spurs,Matt Bonner,Richard Jefferson
0,4,1,0,1,0,1495,1536,2,2011-12,1610612759,Spurs,Tim Duncan,Stephen Jackson
0,15,5,1,1,0,1495,1938,7,2011-12,1610612759,Spurs,Tim Duncan,Manu Ginobili
0,8,4,0,0,0,1495,2564,4,2011-12,1610612759,Spurs,Tim Duncan,Boris Diaw
0,8,3,0,1,0,1536,1495,4,2011-12,1610612759,Spurs,Stephen Jackson,Tim Duncan
0,4,2,0,0,0,1536,2564,2,2011-12,1610612759,Spurs,Stephen Jackson,Boris Diaw
0,50,11,0,6,8,1938,1495,25,2011-12,1610612759,Spurs,Manu Ginobili,Tim Duncan
0,24,10,0,1,1,1938,2225,12,2011-12,1610612759,Spurs,Manu Ginobili,Tony Parker
0,8,4,0,0,0,1938,2564,4,2011-12,1610612759,Spurs,Manu Ginobili,Boris Diaw
0,20,3,0,6,1,2210,1495,10,2011-12,1610612759,Spurs,Richard Jefferson,Tim Duncan
0,17,3,1,3,1,2210,2225,8,2011-12,1610612759,Spurs,Richard Jefferson,Tony Parker
0,242,41,0,68,12,2225,1495,121,2011-12,1610612759,Spurs,Tony Parker,Tim Duncan
0,4,1,0,1,0,2551,1495,2,2011-12,1610612759,Spurs,T.J. Ford,Tim Duncan
0,14,2,0,4,1,2564,1495,7,2011-12,1610612759,Spurs,Boris Diaw,Tim Duncan
0,4,1,0,0,1,2564,1536,2,2011-12,1610612759,Spurs,Boris Diaw,Stephen Jackson
0,4,1,0,1,0,2564,1938,2,2011-12,1610612759,Spurs,Boris Diaw,Manu Ginobili
0,10,3,0,1,1,2588,1495,5,2011-12,1610612759,Spurs,Matt Bonner,Tim Duncan
3,30,5,3,1,0,1495,201980,12,2011-12,1610612759,Spurs,Tim Duncan,Danny Green
2,13,0,1,1,1,1495,202390,5,2011-12,1610612759,Spurs,Tim Duncan,Gary Neal
2,43,10,3,2,2,1495,202695,19,2011-12,1610612759,Spurs,Tim Duncan,Kawhi Leonard
1,15,3,2,0,0,1536,201980,6,2011-12,1610612759,Spurs,Stephen Jackson,Danny Green
1,7,1,0,1,0,1536,201988,3,2011-12,1610612759,Spurs,Stephen Jackson,Patty Mills
1,9,3,0,0,0,1536,202341,4,2011-12,1610612759,Spurs,Stephen Jackson,James Anderson
1,7,2,0,0,0,1536,202390,3,2011-12,1610612759,Spurs,Stephen Jackson,Gary Neal
4,21,1,1,0,2,1938,202390,8,2011-12,1610612759,Spurs,Manu Ginobili,Gary Neal
7,50,6,5,0,1,1938,202695,19,2011-12,1610612759,Spurs,Manu Ginobili,Kawhi Leonard
3,19,4,0,0,1,201168,1938,8,2011-12,1610612759,Spurs,Tiago Splitter,Manu Ginobili
1,10,0,1,2,0,201168,2210,4,2011-12,1610612759,Spurs,Tiago Splitter,Richard Jefferson
2,10,2,0,0,0,201168,2225,4,2011-12,1610612759,Spurs,Tiago Splitter,Tony Parker
7,30,0,1,2,1,201168,2588,11,2011-12,1610612759,Spurs,Tiago Splitter,Matt Bonner
1,5,1,0,0,0,201971,1536,2,2011-12,1610612759,Spurs,DeJuan Blair,Stephen Jackson
2,6,0,0,0,0,201971,1938,2,2011-12,1610612759,Spurs,DeJuan Blair,Manu Ginobili
1,26,1,5,2,1,201971,2210,10,2011-12,1610612759,Spurs,DeJuan Blair,Richard Jefferson
1,19,3,0,4,1,201971,2225,9,2011-12,1610612759,Spurs,DeJuan Blair,Tony Parker
3,9,0,0,0,0,201971,2588,3,2011-12,1610612759,Spurs,DeJuan Blair,Matt Bonner
1,23,1,6,0,0,201980,2210,8,2011-12,1610612759,Spurs,Danny Green,Richard Jefferson
4,22,0,2,1,1,201980,2588,8,2011-12,1610612759,Spurs,Danny Green,Matt Bonner
2,8,0,0,0,1,201988,1536,3,2011-12,1610612759,Spurs,Patty Mills,Stephen Jackson
2,13,0,1,2,0,201988,2564,5,2011-12,1610612759,Spurs,Patty Mills,Boris Diaw
2,10,0,0,1,1,201988,2588,4,2011-12,1610612759,Spurs,Patty Mills,Matt Bonner
1,13,1,2,0,1,202390,1536,5,2011-12,1610612759,Spurs,Gary Neal,Stephen Jackson
3,18,2,1,1,0,202390,1938,7,2011-12,1610612759,Spurs,Gary Neal,Manu Ginobili
3,16,0,1,1,1,202390,2210,6,2011-12,1610612759,Spurs,Gary Neal,Richard Jefferson
2,6,0,0,0,0,202390,2564,2,2011-12,1610612759,Spurs,Gary Neal,Boris Diaw
13,51,0,2,2,1,202390,2588,18,2011-12,1610612759,Spurs,Gary Neal,Matt Bonner
1,3,0,0,0,0,202458,1536,1,2011-12,1610612759,Spurs,Justin Dentmon,Stephen Jackson
3,9,0,0,0,0,202695,1536,3,2011-12,1610612759,Spurs,Kawhi Leonard,Stephen Jackson
6,18,0,0,0,0,202695,1938,6,2011-12,1610612759,Spurs,Kawhi Leonard,Manu Ginobili
1,13,1,2,1,0,202695,2210,5,2011-12,1610612759,Spurs,Kawhi Leonard,Richard Jefferson
2,11,0,1,0,1,202695,2588,4,2011-12,1610612759,Spurs,Kawhi Leonard,Matt Bonner
1,3,0,0,0,0,202709,2210,1,2011-12,1610612759,Spurs,Cory Joseph,Richard Jefferson
7,27,0,2,0,0,202709,2588,9,2011-12,1610612759,Spurs,Cory Joseph,Matt Bonner
3,19,2,2,0,0,2210,201980,7,2011-12,1610612759,Spurs,Richard Jefferson,Danny Green
1,15,1,2,2,0,2210,202695,6,2011-12,1610612759,Spurs,Richard Jefferson,Kawhi Leonard
16,116,13,10,6,0,2225,201980,45,2011-12,1610612759,Spurs,Tony Parker,Danny Green
1,19,2,4,0,0,2225,202341,7,2011-12,1610612759,Spurs,Tony Parker,James Anderson
9,52,4,1,5,2,2225,202390,21,2011-12,1610612759,Spurs,Tony Parker,Gary Neal
4,66,8,6,6,4,2225,202695,28,2011-12,1610612759,Spurs,Tony Parker,Kawhi Leonard
3,15,3,0,0,0,2551,201980,6,2011-12,1610612759,Spurs,T.J. Ford,Danny Green
1,5,1,0,0,0,2551,202390,2,2011-12,1610612759,Spurs,T.J. Ford,Gary Neal
4,25,0,3,2,0,2564,201980,9,2011-12,1610612759,Spurs,Boris Diaw,Danny Green
3,21,0,2,3,0,2564,201988,8,2011-12,1610612759,Spurs,Boris Diaw,Patty Mills
1,24,2,3,2,2,2588,201980,10,2011-12,1610612759,Spurs,Matt Bonner,Danny Green
4,30,0,4,1,2,2588,202390,11,2011-12,1610612759,Spurs,Matt Bonner,Gary Neal
1,15,3,2,0,0,2588,202695,6,2011-12,1610612759,Spurs,Matt Bonner,Kawhi Leonard
1,5,0,0,1,0,2588,202709,2,2011-12,1610612759,Spurs,Matt Bonner,Cory Joseph
0,6,3,0,0,0,1495,201168,3,2011-12,1610612759,Spurs,Tim Duncan,Tiago Splitter
0,58,24,0,0,5,1495,201971,29,2011-12,1610612759,Spurs,Tim Duncan,DeJuan Blair
0,14,7,0,0,0,1536,201168,7,2011-12,1610612759,Spurs,Stephen Jackson,Tiago Splitter
0,12,4,0,0,2,1536,201971,6,2011-12,1610612759,Spurs,Stephen Jackson,DeJuan Blair
0,60,29,0,0,1,1938,201168,30,2011-12,1610612759,Spurs,Manu Ginobili,Tiago Splitter
0,34,14,0,0,3,1938,201971,17,2011-12,1610612759,Spurs,Manu Ginobili,DeJuan Blair
0,7,2,1,0,0,1938,201980,3,2011-12,1610612759,Spurs,Manu Ginobili,Danny Green
0,11,2,1,1,1,1938,201988,5,2011-12,1610612759,Spurs,Manu Ginobili,Patty Mills
0,5,1,1,0,0,1938,202341,2,2011-12,1610612759,Spurs,Manu Ginobili,James Anderson
0,6,1,0,2,0,201168,1495,3,2011-12,1610612759,Spurs,Tiago Splitter,Tim Duncan
0,4,1,0,1,0,201168,2551,2,2011-12,1610612759,Spurs,Tiago Splitter,T.J. Ford
0,2,1,0,0,0,201168,2564,1,2011-12,1610612759,Spurs,Tiago Splitter,Boris Diaw
0,36,9,0,5,4,201971,1495,18,2011-12,1610612759,Spurs,DeJuan Blair,Tim Duncan
0,4,1,0,1,0,201971,2564,2,2011-12,1610612759,Spurs,DeJuan Blair,Boris Diaw
0,18,6,0,2,1,201980,1495,9,2011-12,1610612759,Spurs,Danny Green,Tim Duncan
0,2,1,0,0,0,201980,1938,1,2011-12,1610612759,Spurs,Danny Green,Manu Ginobili
0,21,3,1,4,2,201980,2225,10,2011-12,1610612759,Spurs,Danny Green,Tony Parker
0,2,1,0,0,0,201980,2551,1,2011-12,1610612759,Spurs,Danny Green,T.J. Ford
0,4,1,0,1,0,202341,1495,2,2011-12,1610612759,Spurs,James Anderson,Tim Duncan
0,4,1,0,0,1,202341,1536,2,2011-12,1610612759,Spurs,James Anderson,Stephen Jackson
0,4,1,0,1,0,202341,2210,2,2011-12,1610612759,Spurs,James Anderson,Richard Jefferson
0,2,1,0,0,0,202341,2564,1,2011-12,1610612759,Spurs,James Anderson,Boris Diaw
0,18,5,0,3,1,202390,1495,9,2011-12,1610612759,Spurs,Gary Neal,Tim Duncan
0,15,2,1,3,1,202390,2225,7,2011-12,1610612759,Spurs,Gary Neal,Tony Parker
0,8,2,0,1,1,202695,1495,4,2011-12,1610612759,Spurs,Kawhi Leonard,Tim Duncan
0,27,5,3,1,3,202695,2225,12,2011-12,1610612759,Spurs,Kawhi Leonard,Tony Parker
0,6,1,0,1,1,202709,1495,3,2011-12,1610612759,Spurs,Cory Joseph,Tim Duncan
0,5,0,1,0,1,2210,1938,2,2011-12,1610612759,Spurs,Richard Jefferson,Manu Ginobili
0,16,6,0,0,2,2210,201971,8,2011-12,1610612759,Spurs,Richard Jefferson,DeJuan Blair
0,2,1,0,0,0,2210,202341,1,2011-12,1610612759,Spurs,Richard Jefferson,James Anderson
0,76,32,0,0,6,2225,201168,38,2011-12,1610612759,Spurs,Tony Parker,Tiago Splitter
0,150,56,0,1,18,2225,201971,75,2011-12,1610612759,Spurs,Tony Parker,DeJuan Blair
0,18,9,0,0,0,2551,201168,9,2011-12,1610612759,Spurs,T.J. Ford,Tiago Splitter
0,8,3,0,1,0,2551,201971,4,2011-12,1610612759,Spurs,T.J. Ford,DeJuan Blair
0,6,2,0,0,1,2551,202341,3,2011-12,1610612759,Spurs,T.J. Ford,James Anderson
0,8,3,0,1,0,2551,202695,4,2011-12,1610612759,Spurs,T.J. Ford,Kawhi Leonard
0,2,1,0,0,0,2564,201168,1,2011-12,1610612759,Spurs,Boris Diaw,Tiago Splitter
0,12,2,0,1,3,2564,201971,6,2011-12,1610612759,Spurs,Boris Diaw,DeJuan Blair
0,11,4,1,0,0,2564,202341,5,2011-12,1610612759,Spurs,Boris Diaw,James Anderson
0,2,1,0,0,0,2564,202390,1,2011-12,1610612759,Spurs,Boris Diaw,Gary Neal
0,9,3,1,0,0,2564,202695,4,2011-12,1610612759,Spurs,Boris Diaw,Kawhi Leonard
0,3,0,1,0,0,2564,2588,1,2011-12,1610612759,Spurs,Boris Diaw,Matt Bonner
0,5,0,1,1,0,2588,1536,2,2011-12,1610612759,Spurs,Matt Bonner,Stephen Jackson
0,8,3,0,0,1,2588,201168,4,2011-12,1610612759,Spurs,Matt Bonner,Tiago Splitter
0,6,1,0,0,2,2588,201971,3,2011-12,1610612759,Spurs,Matt Bonner,DeJuan Blair
0,2,1,0,0,0,2588,202341,1,2011-12,1610612759,Spurs,Matt Bonner,James Anderson
0,9,0,1,1,2,2588,2225,4,2011-12,1610612759,Spurs,Matt Bonner,Tony Parker
5,26,0,3,1,0,201168,201980,9,2011-12,1610612759,Spurs,Tiago Splitter,Danny Green
4,22,0,0,2,3,201168,202390,9,2011-12,1610612759,Spurs,Tiago Splitter,Gary Neal
1,3,0,0,0,0,201182,201988,1,2011-12,1610612759,Spurs,Derrick Byars,Patty Mills
3,22,4,1,1,0,201971,201980,9,2011-12,1610612759,Spurs,DeJuan Blair,Danny Green
2,11,1,1,0,0,201971,202341,4,2011-12,1610612759,Spurs,DeJuan Blair,James Anderson
2,13,0,1,1,1,201971,202390,5,2011-12,1610612759,Spurs,DeJuan Blair,Gary Neal
3,16,1,1,1,0,201980,202390,6,2011-12,1610612759,Spurs,Danny Green,Gary Neal
1,7,1,0,0,1,201980,202709,3,2011-12,1610612759,Spurs,Danny Green,Cory Joseph
1,7,2,0,0,0,201988,202341,3,2011-12,1610612759,Spurs,Patty Mills,James Anderson
1,7,1,0,1,0,201988,202695,3,2011-12,1610612759,Spurs,Patty Mills,Kawhi Leonard
3,18,0,1,2,1,202341,201980,7,2011-12,1610612759,Spurs,James Anderson,Danny Green
1,10,0,1,0,2,202341,202390,4,2011-12,1610612759,Spurs,James Anderson,Gary Neal
4,34,2,4,0,3,202390,201980,13,2011-12,1610612759,Spurs,Gary Neal,Danny Green
1,17,2,2,1,1,202390,202341,7,2011-12,1610612759,Spurs,Gary Neal,James Anderson
1,22,6,1,1,1,202390,202695,10,2011-12,1610612759,Spurs,Gary Neal,Kawhi Leonard
5,43,2,6,2,1,202695,201980,16,2011-12,1610612759,Spurs,Kawhi Leonard,Danny Green
1,8,0,1,1,0,202695,201988,3,2011-12,1610612759,Spurs,Kawhi Leonard,Patty Mills
1,3,0,0,0,0,202695,202709,1,2011-12,1610612759,Spurs,Kawhi Leonard,Cory Joseph
3,14,1,1,0,0,202709,201980,5,2011-12,1610612759,Spurs,Cory Joseph,Danny Green
1,7,2,0,0,0,202709,202341,3,2011-12,1610612759,Spurs,Cory Joseph,James Anderson
2,6,0,0,0,0,202709,202390,2,2011-12,1610612759,Spurs,Cory Joseph,Gary Neal
1,5,1,0,0,0,202709,202695,2,2011-12,1610612759,Spurs,Cory Joseph,Kawhi Leonard
0,3,0,1,0,0,201168,1536,1,2011-12,1610612759,Spurs,Tiago Splitter,Stephen Jackson
0,6,3,0,0,0,201168,201971,3,2011-12,1610612759,Spurs,Tiago Splitter,DeJuan Blair
0,6,3,0,0,0,201168,202341,3,2011-12,1610612759,Spurs,Tiago Splitter,James Anderson
0,11,4,1,0,0,201168,202695,5,2011-12,1610612759,Spurs,Tiago Splitter,Kawhi Leonard
0,6,3,0,0,0,201971,201168,3,2011-12,1610612759,Spurs,DeJuan Blair,Tiago Splitter
0,17,7,1,0,0,201971,202695,8,2011-12,1610612759,Spurs,DeJuan Blair,Kawhi Leonard
0,2,1,0,0,0,201971,202709,1,2011-12,1610612759,Spurs,DeJuan Blair,Cory Joseph
0,20,9,0,0,1,201980,201168,10,2011-12,1610612759,Spurs,Danny Green,Tiago Splitter
0,4,1,0,1,0,201980,201286,2,2011-12,1610612759,Spurs,Danny Green,Eric Dawson
0,28,12,0,0,2,201980,201971,14,2011-12,1610612759,Spurs,Danny Green,DeJuan Blair
0,16,4,2,1,0,201980,202341,7,2011-12,1610612759,Spurs,Danny Green,James Anderson
0,12,6,0,0,0,201980,202695,6,2011-12,1610612759,Spurs,Danny Green,Kawhi Leonard
0,8,4,0,0,0,201988,201168,4,2011-12,1610612759,Spurs,Patty Mills,Tiago Splitter
0,2,1,0,0,0,201988,201182,1,2011-12,1610612759,Spurs,Patty Mills,Derrick Byars
0,8,2,0,1,1,201988,202390,4,2011-12,1610612759,Spurs,Patty Mills,Gary Neal
0,4,1,0,1,0,201988,202709,2,2011-12,1610612759,Spurs,Patty Mills,Cory Joseph
0,6,3,0,0,0,202341,201168,3,2011-12,1610612759,Spurs,James Anderson,Tiago Splitter
0,2,1,0,0,0,202341,201182,1,2011-12,1610612759,Spurs,James Anderson,Derrick Byars
0,14,3,0,1,3,202341,201971,7,2011-12,1610612759,Spurs,James Anderson,DeJuan Blair
0,8,2,0,1,1,202341,202695,4,2011-12,1610612759,Spurs,James Anderson,Kawhi Leonard
0,4,1,0,1,0,202341,202709,2,2011-12,1610612759,Spurs,James Anderson,Cory Joseph
0,7,0,1,1,1,202341,2588,3,2011-12,1610612759,Spurs,James Anderson,Matt Bonner
0,46,19,0,0,4,202390,201168,23,2011-12,1610612759,Spurs,Gary Neal,Tiago Splitter
0,16,5,0,0,3,202390,201971,8,2011-12,1610612759,Spurs,Gary Neal,DeJuan Blair
0,8,3,0,0,1,202695,201168,4,2011-12,1610612759,Spurs,Kawhi Leonard,Tiago Splitter
